rcid,unres,date,year,me,nu,di,co,hr,ec,developed_abstain,developed_yes,developed_no,developed_absent,developed_not_member,undeveloped_abstain,undeveloped_yes,undeveloped_no,undeveloped_absent,undeveloped_not_member
2816,R/40/64C,1985-12-03,1985,0,0,0,0,0,0,8,71,6,6,7,2,66,0,0,31
2817,R/40/64D,1985-12-03,1985,0,0,0,0,0,0,3,84,0,4,7,2,66,0,0,31
2818,R/40/64E,1985-12-03,1985,1,1,0,0,0,1,21,44,19,7,7,9,58,1,0,31
2819,R/40/64F,1985-12-03,1985,0,0,0,0,0,0,10,75,2,4,7,2,66,0,0,31
2820,R/40/64G,1985-12-03,1985,0,0,0,0,0,0,22,61,0,8,7,2,65,0,1,31
2821,R/40/64I,1985-12-03,1985,0,0,0,0,0,0,2,83,2,4,7,2,66,0,0,31
2822,R/40/67,1985-12-04,1985,0,0,0,0,0,1,18,64,0,9,7,1,61,0,6,31
2823,R/40/69,1985-12-04,1985,0,0,0,0,0,0,9,67,5,10,7,0,60,1,7,31
2824,R/40/70,1985-12-04,1985,0,0,0,0,0,0,11,58,13,9,7,1,61,1,5,31
2825,R/40/79,1985-12-05,1985,0,1,1,0,0,0,4,80,0,7,7,3,59,0,6,31
2826,R/40/80A,1985-12-05,1985,0,1,0,0,0,0,17,65,3,6,7,4,59,0,5,31
2827,R/40/80B,1985-12-05,1985,0,1,0,0,0,0,21,62,3,5,7,3,59,0,6,31
2828,R/40/81,1985-12-05,1985,0,1,0,0,0,0,15,67,4,5,7,14,49,0,5,31
2829,R/40/83,1985-12-05,1985,0,1,0,0,0,0,22,61,1,7,7,19,43,2,4,31
2830,R/40/85,1985-12-05,1985,0,1,1,0,0,0,18,48,18,7,7,7,53,1,7,31
2831,R/40/86,1985-12-05,1985,0,1,1,0,0,0,5,79,0,7,7,1,63,0,4,31
2832,R/40/87,1985-12-05,1985,0,0,1,0,0,0,2,85,0,4,7,0,66,0,2,31
2833,R/40/88,1985-12-05,1985,0,1,0,0,0,0,22,61,3,5,7,7,59,0,2,31
2834,R/40/89A,1985-12-05,1985,0,1,0,0,0,0,4,83,0,4,7,2,65,0,1,31
2835,R/40/89B,1985-12-05,1985,0,1,1,0,0,0,12,72,3,4,7,2,63,1,2,31
2836,R/40/90,1985-12-05,1985,0,0,1,0,0,1,19,65,1,6,7,2,63,0,3,31
2837,R/40/91B,1985-12-05,1985,0,0,1,0,0,1,6,68,4,13,7,9,45,9,5,31
2838,R/40/92A,1985-12-05,1985,0,0,1,0,0,0,28,43,15,5,7,13,50,0,5,31
2839,R/40/92C,1985-12-05,1985,0,0,1,0,0,0,14,66,5,6,7,8,46,11,3,31
2840,R/40/93,1985-12-05,1985,1,1,1,0,0,0,40,44,1,6,7,8,57,0,3,31
2841,R/40/94A,1985-12-05,1985,0,0,1,0,0,0,2,72,0,17,7,6,56,0,6,31
2842,R/40/94F,1985-12-05,1985,0,0,1,0,0,0,2,81,1,7,7,1,65,0,2,31
2843,R/40/94G,1985-12-05,1985,0,0,1,0,0,0,5,81,1,4,7,2,64,0,2,31
2844,R/40/94H,1985-12-05,1985,0,1,1,0,0,0,7,60,16,8,7,3,60,1,4,31
2845,R/40/94I,1985-12-05,1985,0,0,1,0,0,0,36,31,18,6,7,23,40,1,4,31
2846,R/40/94K,1985-12-05,1985,0,0,1,0,0,0,7,62,4,18,7,9,45,9,5,31
2847,R/40/94L,1985-12-05,1985,0,0,1,0,0,0,6,78,0,7,7,10,53,0,5,31
2848,R/40/94M,1985-12-05,1985,0,1,1,0,0,0,5,80,0,6,7,6,58,0,4,31
2849,R/40/94N,1985-12-05,1985,0,0,1,0,0,0,28,59,0,4,7,25,40,0,3,31
2850,R/40/96A,1985-12-05,1985,1,0,0,0,1,0,20,64,1,6,7,2,64,1,1,31
2851,R/40/96B,1985-12-05,1985,1,0,0,0,1,0,19,64,2,6,7,1,65,1,1,31
2852,R/40/96C,1985-12-05,1985,1,0,0,0,1,0,16,67,2,6,7,2,64,1,1,31
2853,R/40/96D,1985-12-05,1985,1,0,0,0,0,0,34,49,2,6,7,7,58,1,2,31
2854,R/40/97A,1985-12-06,1985,0,0,0,0,0,0,22,64,0,5,7,1,67,0,0,31
2855,R/40/97B,1985-12-06,1985,0,0,0,0,0,0,22,65,0,4,7,3,65,0,0,31
2856,R/40/97C,1985-12-06,1985,0,0,0,0,0,0,5,81,0,5,7,1,66,0,1,31
2857,R/40/97D,1985-12-06,1985,0,0,0,0,0,0,21,66,0,4,7,2,66,0,0,31
2858,R/40/97E,1985-12-06,1985,0,0,0,0,0,0,5,82,0,4,7,1,66,0,1,31
2859,R/40/97F,1985-12-06,1985,0,0,0,0,0,0,5,82,0,4,7,1,66,0,1,31
2860,R/40/100,1985-12-06,1985,0,0,0,0,0,1,22,62,1,6,7,2,65,0,1,31
2861,R/40/111,1985-12-06,1985,0,0,0,0,1,1,15,63,9,4,7,1,64,0,3,31
2862,R/40/112,1985-12-06,1985,0,0,0,0,1,1,21,66,0,4,7,1,65,0,2,31
2863,R/40/114,1985-12-06,1985,0,0,0,0,1,1,17,70,1,3,7,2,64,0,2,31
2864,R/40/124,1985-12-06,1985,0,0,0,0,1,0,20,66,1,4,7,2,64,0,2,31
2865,R/40/137,1985-12-06,1985,0,0,0,0,1,0,17,58,7,9,7,23,22,15,8,31
2866,R/40/139,1985-12-06,1985,0,0,0,0,1,0,21,59,2,9,7,21,41,0,6,31
2867,R/40/140,1985-12-06,1985,0,0,0,0,1,0,26,53,5,7,7,21,38,3,6,31
2868,R/40/141,1985-12-06,1985,0,0,0,0,1,0,19,45,14,13,7,26,10,16,16,31
2869,R/40/145,1985-12-06,1985,0,0,0,0,1,0,28,47,7,9,7,19,39,4,6,31
2870,R/40/148,1985-12-06,1985,0,0,0,0,0,0,25,59,1,6,7,2,62,1,3,31
2871,R/40/150,1985-12-02,1985,0,0,1,0,0,1,7,78,1,5,7,0,61,0,7,31
2872,R/40/151A,1985-12-02,1985,0,0,1,0,0,0,22,62,1,6,7,1,61,0,6,31
2873,R/40/151B,1985-12-02,1985,0,0,1,0,0,0,10,77,0,4,7,1,62,0,5,31
2874,R/40/151C,1985-12-02,1985,0,1,1,0,0,0,7,71,9,4,7,1,60,1,6,31
2875,R/40/151D,1985-12-02,1985,0,0,1,0,0,0,32,53,0,6,7,2,61,0,5,31
2876,R/40/151E,1985-12-02,1985,0,1,1,0,0,0,9,65,11,6,7,1,61,1,5,31
2877,R/40/151F,1985-12-02,1985,0,1,1,0,0,0,5,64,17,5,7,1,62,0,5,31
2878,R/40/151H,1985-12-02,1985,0,0,1,0,0,0,1,84,1,5,7,0,63,0,5,31
2879,R/40/152A,1985-12-02,1985,0,1,1,0,0,0,6,62,18,5,7,1,62,1,4,31
2880,R/40/152B,1985-12-02,1985,0,1,1,0,0,0,16,68,0,7,7,24,39,0,5,31
2881,R/40/152C,1985-12-02,1985,0,1,1,0,0,0,8,59,17,7,7,3,58,2,5,31
2882,R/40/152E,1985-12-02,1985,0,0,1,0,0,0,21,65,0,5,7,1,65,0,2,31
2883,R/40/152G,1985-12-02,1985,0,1,0,0,0,0,10,76,1,4,7,1,64,0,3,31
2884,R/40/152H,1985-12-02,1985,0,1,1,0,0,0,43,31,10,7,7,21,40,1,6,31
2885,R/40/152I,1985-12-02,1985,0,0,1,0,0,0,14,51,17,9,7,3,58,1,6,31
2886,R/40/152J,1985-12-02,1985,0,0,1,0,0,0,15,69,0,7,7,5,59,0,4,31
2887,R/40/152M,1985-12-02,1985,0,0,1,0,0,0,17,68,2,4,7,1,65,0,2,31
2888,R/40/152N,1985-12-02,1985,0,0,1,0,0,0,5,70,12,4,7,0,65,1,2,31
2889,R/40/152P,1985-12-02,1985,0,1,1,0,0,0,6,67,14,4,7,1,64,1,2,31
2890,R/40/152Q,1985-12-02,1985,0,1,0,0,0,0,13,69,3,6,7,1,66,0,1,31
2891,R/40/156A,1985-12-02,1985,0,0,0,0,0,0,9,45,0,37,7,2,51,0,15,31
2892,R/40/156B,1985-12-02,1985,0,0,0,0,0,0,12,41,0,38,7,2,51,0,15,31
2893,R/40/156C,1985-12-02,1985,0,0,0,0,0,0,9,47,0,35,7,3,53,0,12,31
2894,R/40/158,1985-12-02,1985,0,0,0,0,0,0,24,63,0,4,7,2,64,0,2,31
2895,R/40/159,1985-12-02,1985,0,0,0,0,0,0,13,59,13,6,7,3,55,8,2,31
2896,R/40/161A,1985-12-02,1985,1,0,0,1,0,0,31,43,1,16,7,6,52,1,9,31
2897,R/40/161B,1985-12-02,1985,1,0,0,1,0,0,3,79,0,9,7,3,58,1,6,31
2898,R/40/161C,1985-12-02,1985,1,0,0,1,0,0,5,78,0,8,7,1,60,1,6,31
2899,R/40/161D,1985-12-02,1985,1,0,0,1,1,0,30,52,1,8,7,4,57,1,6,31
2900,R/40/161E,1985-12-02,1985,1,0,0,0,0,0,15,69,0,7,7,4,57,1,6,31
2901,R/40/161F,1985-12-02,1985,1,0,0,0,0,0,6,78,0,7,7,4,58,1,5,31
2902,R/40/161G,1985-12-02,1985,1,0,0,0,0,0,27,56,1,7,7,4,57,1,6,31
2903,R/40/164A,1985-12-02,1985,0,0,0,0,0,0,7,61,18,5,7,1,60,1,6,31
2904,R/40/164B,1985-12-02,1985,0,0,0,0,0,0,9,62,15,5,7,0,60,1,7,31
2905,R/40/165A,1985-12-02,1985,1,0,0,0,0,0,0,86,0,5,7,1,63,0,4,31
2906,R/40/165D,1985-12-02,1985,1,0,0,0,0,0,0,85,0,6,7,1,62,0,5,31
2907,R/40/165E,1985-12-02,1985,1,0,0,0,0,0,1,84,1,5,7,1,62,1,4,31
2908,R/40/165F,1985-12-02,1985,1,0,0,0,0,0,4,64,19,4,7,0,63,1,4,31
2909,R/40/165G,1985-12-02,1985,1,0,0,0,0,0,20,66,1,4,7,3,61,1,3,31
2910,R/40/165H,1985-12-02,1985,1,0,0,0,0,0,22,64,1,4,7,4,58,1,5,31
2911,R/40/165I,1985-12-02,1985,1,0,0,0,0,0,28,57,1,5,7,5,59,1,3,31
2912,R/40/165J,1985-12-02,1985,1,0,0,0,0,0,1,85,1,4,7,1,61,1,5,31
2913,R/40/165K,1985-12-02,1985,1,0,0,0,0,0,1,85,1,4,7,0,64,1,3,31
2914,R/40/167,1985-12-02,1985,1,0,0,0,0,0,0,86,0,5,7,0,64,1,3,31
2915,R/40/168A,1985-12-02,1985,0,0,0,0,0,0,24,42,18,7,7,6,57,1,4,31
2916,R/40/168B,1985-12-02,1985,1,0,0,1,0,0,28,34,20,9,7,10,52,2,4,31
2917,R/40/168C,1985-12-02,1985,1,0,1,0,0,0,5,79,1,6,7,4,59,1,4,31
2918,R/40/169,1985-12-03,1985,1,0,0,1,0,1,7,77,1,6,7,0,62,1,5,31
2919,R/40/170,1985-12-03,1985,1,0,0,0,0,1,1,82,1,7,7,0,63,1,4,31
2920,R/40/173,1985-12-03,1985,0,0,0,0,0,1,19,45,18,9,7,9,51,1,7,31
2921,R/40/182,1985-12-03,1985,0,0,0,0,1,1,18,69,1,3,7,1,65,0,2,31
2922,R/40/183,1985-12-03,1985,0,0,0,0,0,0,1,86,0,4,7,0,66,0,2,31
2923,R/40/185,1985-12-03,1985,0,0,0,0,0,1,7,63,18,3,7,0,65,1,2,31
2924,R/40/188,1985-12-03,1985,0,0,0,0,0,1,33,48,3,7,7,16,43,3,6,31
2925,R/40/191,1985-12-03,1985,0,0,0,0,0,0,0,87,1,3,7,0,65,0,3,31
2926,R/40/197,1985-12-03,1985,0,0,1,0,0,0,22,66,0,3,7,1,66,0,1,31
2927,R/40/200,1985-12-03,1985,0,0,0,0,0,0,5,84,0,2,7,1,65,0,2,31
2928,R/40/201,1985-12-03,1985,1,0,0,1,0,0,1,87,1,2,7,0,66,1,1,31
2929,R/40/207,1985-12-03,1985,0,0,0,0,0,1,12,76,1,2,7,1,65,0,2,31
2930,R/40/239,1985-12-04,1985,0,0,0,0,0,1,8,70,5,8,7,2,55,7,4,31
2931,R/40/241B,1985-12-04,1985,0,0,0,0,0,1,1,76,4,10,7,1,56,8,3,31
2932,R/40/243I,1985-12-04,1985,0,0,0,0,0,0,16,68,1,6,7,1,63,0,4,31
2933,R/40/246A,1985-12-04,1985,1,0,0,0,0,0,2,75,5,9,7,2,50,10,6,31
2934,R/40/246B,1985-12-04,1985,1,0,0,0,0,1,2,75,5,9,7,3,48,9,8,31
2935,R/40/247,1985-12-04,1985,0,0,0,0,0,0,3,74,5,9,7,4,47,9,8,31
2936,R/40/248,1985-12-04,1985,0,0,0,0,0,0,24,47,14,6,7,3,62,1,2,31
2937,R/40/252,1985-12-04,1985,0,0,0,0,0,1,4,78,2,7,7,7,57,0,4,31
2938,R/40/253A,1985-12-04,1985,0,0,0,0,0,1,10,71,2,8,7,1,55,8,4,31
2939,R/40/253B,1985-12-04,1985,0,0,0,0,0,1,0,80,2,9,7,0,56,8,4,31
2940,R/40/253C,1985-12-04,1985,0,0,0,0,0,0,10,70,3,8,7,1,55,8,4,31
2941,R/40/254,1985-12-04,1985,0,0,0,0,0,0,0,82,1,8,7,0,57,7,4,31
2942,R/40/255,1985-12-04,1985,0,0,0,0,0,0,11,69,4,7,7,2,55,7,4,31
2943,R/40/257A,1985-12-04,1985,0,0,0,0,0,0,6,66,11,8,7,9,55,0,4,31
2944,R/40/257B,1985-12-04,1985,0,0,0,0,0,0,6,66,11,8,7,9,55,0,4,31
2945,R/40/257C,1985-12-04,1985,0,0,0,0,0,0,6,66,11,8,7,9,55,0,4,31
2947,R/41/4,1986-10-06,1986,0,0,0,0,0,0,1,59,1,28,9,0,47,1,22,29
2948,R/41/6,1986-10-03,1986,0,0,0,0,0,0,4,72,7,6,9,9,43,14,4,29
2949,R/41/10,1986-10-06,1986,0,0,0,0,1,0,27,45,0,17,9,6,59,0,5,29
2950,R/41/11,1986-10-02,1986,0,0,0,0,0,0,8,65,1,15,9,0,59,0,11,29
2951,R/41/12,1986-10-03,1986,1,1,1,0,0,0,45,34,4,6,9,10,52,1,7,29
2952,R/41/13,1986-10-06,1986,0,0,0,1,0,0,3,83,0,3,9,0,66,0,4,29
2953,R/41/14,1986-10-06,1986,0,0,0,1,0,1,14,61,10,4,9,1,64,1,4,29
2954,R/41/15,1986-10-06,1986,0,0,0,1,0,0,25,57,2,5,9,3,62,2,3,29
2955,R/41/16,1986-10-06,1986,0,0,0,0,0,0,29,53,0,7,9,14,48,0,8,29
2956,R/41/30,1986-11-02,1986,0,0,0,0,0,0,21,57,1,10,9,2,64,0,4,29
2957,R/41/31,1986-11-02,1986,0,0,0,0,0,0,32,45,2,10,9,14,49,1,6,29
2958,R/41/33,1986-11-04,1986,0,0,0,0,0,0,6,77,4,2,9,5,46,16,3,29
2959,R/41/34,1986-11-04,1986,0,0,0,0,0,0,4,77,2,6,9,1,68,0,1,29
2960,R/41/35A,1986-11-02,1986,0,0,0,0,0,0,17,61,8,3,9,1,69,0,0,29
2961,R/41/35B,1986-11-02,1986,0,0,0,0,0,0,10,60,15,4,9,3,66,1,0,29
2962,R/41/35C,1986-11-02,1986,1,1,0,0,0,1,17,44,26,2,9,9,58,3,0,29
2963,R/41/35D,1986-11-02,1986,0,0,0,0,0,0,8,77,2,2,9,2,68,0,0,29
2964,R/41/35E,1986-11-02,1986,0,0,0,0,0,0,24,62,0,3,9,0,69,0,1,29
2965,R/41/35F,1986-11-02,1986,0,0,0,0,0,0,11,71,4,3,9,4,65,1,0,29
2966,R/41/35H,1986-11-02,1986,0,0,0,0,0,0,2,82,2,3,9,3,67,0,0,29
2967,R/41/38,1986-11-05,1986,0,0,0,0,0,0,23,28,25,13,9,10,51,3,6,29
2968,R/41/39A,1986-11-05,1986,0,0,0,0,0,0,24,62,0,3,9,2,68,0,0,29
2969,R/41/39B,1986-11-05,1986,0,0,0,0,0,0,24,64,0,1,9,1,69,0,0,29
2970,R/41/39C,1986-11-05,1986,0,0,0,0,0,0,6,82,0,1,9,1,69,0,0,29
2971,R/41/39D,1986-11-05,1986,0,0,0,0,0,0,22,66,0,1,9,1,69,0,0,29
2972,R/41/39E,1986-11-05,1986,0,0,0,0,0,0,6,82,0,1,9,0,70,0,0,29
2973,R/41/40,1986-11-03,1986,0,0,0,0,0,0,24,59,3,3,9,10,57,1,2,29
2974,R/41/41A,1986-12-03,1986,0,0,0,1,0,0,23,38,18,10,9,11,52,6,1,29
2975,R/41/41B,1986-12-03,1986,0,0,0,1,0,0,7,76,3,3,9,2,68,0,0,29
2976,R/41/42,1986-12-03,1986,0,0,0,1,0,0,6,79,2,2,9,1,69,0,0,29
2977,R/41/43A,1986-12-03,1986,1,0,0,0,1,0,21,57,1,10,9,0,64,1,5,29
2978,R/41/43B,1986-12-03,1986,1,0,0,0,1,0,18,60,2,9,9,0,65,1,4,29
2979,R/41/43C,1986-12-03,1986,1,0,0,0,1,0,19,59,2,9,9,0,65,1,4,29
2980,R/41/43D,1986-12-03,1986,1,0,0,0,0,0,19,57,3,10,9,0,64,1,5,29
2981,R/41/44A,1986-12-04,1986,0,0,0,0,0,0,7,67,3,12,9,14,44,0,12,29
2982,R/41/44B,1986-12-04,1986,0,0,0,0,0,0,7,72,0,10,9,15,44,0,11,29
2983,R/41/45,1986-12-04,1986,0,1,1,0,0,0,4,81,0,4,9,3,64,0,3,29
2984,R/41/46A,1986-12-04,1986,0,1,0,0,0,0,12,70,3,4,9,2,65,0,3,29
2985,R/41/46B,1986-12-04,1986,0,1,0,0,0,0,19,63,3,4,9,2,64,0,4,29
2986,R/41/47,1986-12-04,1986,0,1,0,0,0,0,8,77,1,3,9,7,60,0,3,29
2987,R/41/49,1986-12-04,1986,0,1,0,0,0,0,20,63,1,5,9,20,45,2,3,29
2988,R/41/51,1986-12-04,1986,0,1,1,0,0,0,19,47,18,5,9,7,58,0,5,29
2989,R/41/52,1986-12-04,1986,0,1,1,0,0,0,3,83,0,3,9,1,66,0,3,29
2990,R/41/53,1986-12-04,1986,0,0,1,0,0,0,1,85,0,3,9,0,69,0,1,29
2991,R/41/54,1986-12-04,1986,0,1,0,0,0,0,22,59,3,5,9,4,63,0,3,29
2992,R/41/55A,1986-12-04,1986,0,1,0,0,0,0,3,84,0,2,9,2,67,0,1,29
2993,R/41/55B,1986-12-04,1986,0,1,0,0,0,0,12,72,3,2,9,1,67,1,1,29
2994,R/41/56,1986-12-04,1986,0,1,1,0,0,1,22,63,1,3,9,4,64,0,2,29
2995,R/41/58B,1986-12-04,1986,0,0,1,0,0,0,34,40,11,4,9,8,59,0,3,29
2996,R/41/58C,1986-12-04,1986,0,0,1,0,0,0,6,79,0,4,9,9,59,0,2,29
2997,R/41/59B,1986-12-04,1986,0,0,1,0,0,0,9,69,0,11,9,17,47,0,6,29
2998,R/41/59D,1986-12-04,1986,0,0,1,0,0,0,16,54,15,4,9,3,63,1,3,29
2999,R/41/59E,1986-12-04,1986,0,0,1,0,0,0,7,76,0,6,9,14,53,0,3,29
3000,R/41/59G,1986-12-04,1986,0,0,1,0,0,0,0,84,0,5,9,2,66,0,2,29
3001,R/41/59H,1986-12-04,1986,0,0,1,0,0,1,6,79,1,3,9,11,58,0,1,29
3002,R/41/59I,1986-12-04,1986,0,0,1,0,0,1,34,47,2,6,9,4,64,1,1,29
3003,R/41/59K,1986-12-04,1986,0,0,1,0,0,0,0,85,1,3,9,1,68,0,1,29
3004,R/41/59L,1986-12-04,1986,0,0,1,0,0,0,4,80,1,4,9,2,67,0,1,29
3005,R/41/59M,1986-12-04,1986,0,0,1,0,0,0,1,79,0,9,9,6,59,0,5,29
3006,R/41/59N,1986-12-04,1986,0,1,0,0,0,0,9,76,1,3,9,13,54,0,3,29
3007,R/41/60A,1986-12-04,1986,0,0,1,0,0,0,32,50,3,4,9,4,64,0,2,29
3008,R/41/60B,1986-12-04,1986,0,0,1,0,0,0,9,76,0,4,9,0,68,0,2,29
3009,R/41/60C,1986-12-04,1986,0,0,0,0,0,0,0,86,0,3,9,0,69,0,1,29
3010,R/41/60E,1986-12-04,1986,0,1,1,0,0,0,4,70,11,4,9,1,66,1,2,29
3011,R/41/60F,1986-12-04,1986,0,1,1,0,0,0,3,65,17,4,9,1,67,0,2,29
3012,R/41/60H,1986-12-04,1986,0,0,1,0,0,0,0,85,1,3,9,0,69,0,1,29
3013,R/41/60I,1986-12-04,1986,0,1,1,0,0,0,3,72,11,3,9,1,67,1,1,29
3014,R/41/63A,1986-12-04,1986,1,0,0,1,0,0,29,48,1,11,9,5,60,1,4,29
3015,R/41/63B,1986-12-04,1986,1,0,0,1,0,0,4,80,0,5,9,2,65,1,2,29
3016,R/41/63C,1986-12-04,1986,1,0,0,0,0,0,4,79,0,6,9,1,66,1,2,29
3017,R/41/63D,1986-12-04,1986,1,0,0,1,0,0,31,51,1,6,9,5,63,1,1,29
3018,R/41/63E,1986-12-04,1986,1,0,0,1,1,0,18,67,0,4,9,3,64,1,2,29
3019,R/41/63F,1986-12-04,1986,1,0,0,0,0,0,9,76,0,4,9,2,66,1,1,29
3020,R/41/63G,1986-12-04,1986,1,0,0,0,0,0,29,55,1,4,9,3,65,1,1,29
3021,R/41/68A,1986-12-04,1986,0,0,0,0,0,0,2,81,1,5,9,2,66,0,2,29
3022,R/41/68B,1986-12-04,1986,0,0,0,0,0,0,6,76,2,5,9,1,67,0,2,29
3023,R/41/68E,1986-12-04,1986,0,0,0,0,0,0,8,66,10,5,9,1,68,0,1,29
3024,R/41/69A,1986-12-04,1986,1,0,0,0,0,0,0,84,0,5,9,1,65,0,4,29
3025,R/41/69D,1986-12-04,1986,1,0,0,0,0,0,0,85,0,4,9,1,68,0,1,29
3026,R/41/69E,1986-12-04,1986,1,0,0,0,0,0,2,81,1,5,9,3,65,1,1,29
3027,R/41/69F,1986-12-04,1986,1,0,0,0,0,0,4,62,19,4,9,0,68,1,1,29
3028,R/41/69G,1986-12-04,1986,1,0,0,1,1,0,21,62,1,5,9,4,64,1,1,29
3029,R/41/69H,1986-12-04,1986,1,0,0,0,0,0,23,61,1,4,9,5,63,1,1,29
3030,R/41/69I,1986-12-04,1986,1,0,0,1,0,0,27,57,1,4,9,2,64,1,3,29
3031,R/41/69J,1986-12-04,1986,1,0,0,0,0,0,3,80,1,5,9,3,65,1,1,29
3032,R/41/69K,1986-12-04,1986,1,0,0,0,0,0,0,83,1,5,9,0,68,1,1,29
3033,R/41/71,1986-12-04,1986,0,0,0,0,0,0,16,58,9,6,9,1,68,1,0,29
3034,R/41/73,1986-12-04,1986,0,0,0,0,0,1,22,62,0,5,9,1,69,0,0,29
3035,R/41/75,1986-12-04,1986,0,0,0,0,0,0,8,72,4,5,9,0,69,1,0,29
3036,R/41/86A,1986-12-05,1986,0,0,1,0,0,0,21,60,0,8,9,35,28,0,7,29
3037,R/41/86B,1986-12-05,1986,0,1,1,0,0,0,7,56,17,9,9,3,62,0,5,29
3038,R/41/86D,1986-12-05,1986,0,0,1,0,0,0,21,59,1,8,9,2,64,0,4,29
3039,R/41/86F,1986-12-05,1986,0,1,1,0,0,0,4,63,15,7,9,1,67,0,2,29
3040,R/41/86G,1986-12-05,1986,0,1,0,0,0,0,13,67,3,6,9,1,67,0,2,29
3041,R/41/86H,1986-12-05,1986,0,1,0,0,0,0,9,73,1,6,9,1,67,0,2,29
3042,R/41/86I,1986-12-05,1986,0,0,1,0,0,0,9,73,1,6,9,2,65,0,3,29
3043,R/41/86J,1986-12-05,1986,0,0,1,0,0,0,14,67,0,8,9,4,62,0,4,29
3044,R/41/86K,1986-12-05,1986,0,0,1,0,0,0,9,53,18,9,9,0,65,1,4,29
3045,R/41/86M,1986-12-05,1986,0,0,1,0,0,0,15,65,3,6,9,2,67,0,1,29
3046,R/41/86N,1986-12-05,1986,0,1,1,0,0,0,12,72,0,5,9,1,68,0,1,29
3047,R/41/86O,1986-12-05,1986,0,0,1,0,0,0,5,67,12,5,9,0,68,1,1,29
3048,R/41/86P,1986-12-05,1986,0,0,1,0,0,0,21,62,0,6,9,29,39,0,2,29
3049,R/41/88A,1986-12-05,1986,0,0,0,0,0,0,10,42,0,37,9,2,52,0,16,29
3050,R/41/88B,1986-12-05,1986,0,0,0,0,0,0,10,44,0,35,9,2,52,0,16,29
3051,R/41/88C,1986-12-05,1986,0,0,0,0,0,0,7,56,0,26,9,1,63,0,6,29
3052,R/41/90,1986-12-05,1986,0,0,0,0,0,0,23,59,1,6,9,1,67,0,2,29
3053,R/41/91,1986-12-05,1986,0,0,0,0,0,0,31,52,1,5,9,2,65,0,3,29
3054,R/41/92,1986-12-05,1986,0,0,0,0,0,0,36,45,2,6,9,10,57,0,3,29
3055,R/41/93,1986-12-05,1986,1,1,1,0,0,0,42,41,1,5,9,14,54,1,1,29
3056,R/41/95,1986-12-05,1986,0,0,0,1,1,1,15,59,9,6,9,2,67,1,0,29
3057,R/41/101,1986-12-05,1986,0,0,0,1,1,0,10,59,17,3,9,2,67,1,0,29
3058,R/41/102,1986-12-05,1986,0,0,0,1,1,0,20,54,11,4,9,3,66,0,1,29
3059,R/41/103,1986-12-05,1986,0,0,0,0,0,0,25,60,1,3,9,2,68,0,0,29
3060,R/41/113,1986-12-05,1986,0,0,0,0,1,1,15,61,9,4,9,0,68,1,1,29
3061,R/41/115,1986-12-05,1986,0,0,0,0,1,1,23,63,0,3,9,1,68,0,1,29
3062,R/41/117,1986-12-05,1986,0,0,0,0,1,1,24,61,1,3,9,1,68,0,1,29
3063,R/41/123,1986-12-05,1986,0,0,0,0,0,0,7,78,1,3,9,1,69,0,0,29
3064,R/41/128,1986-12-05,1986,0,0,0,0,1,1,7,78,1,3,9,1,69,0,0,29
3065,R/41/131,1986-12-05,1986,0,0,0,0,1,0,20,65,1,3,9,1,69,0,0,29
3066,R/41/132,1986-12-05,1986,0,0,0,0,1,1,14,71,0,4,9,27,39,0,4,29
3067,R/41/133,1986-12-05,1986,0,0,0,0,1,1,11,64,11,3,9,1,68,0,1,29
3068,R/41/141,1986-12-05,1986,0,0,0,0,0,0,0,83,1,5,9,1,67,0,2,29
3069,R/41/143,1986-12-05,1986,0,0,0,0,0,0,18,67,1,3,9,1,68,0,1,29
3070,R/41/146,1986-12-05,1986,0,0,0,0,1,0,1,84,0,4,9,1,67,0,2,29
3071,R/41/151,1986-12-05,1986,0,0,0,0,1,0,4,80,1,4,9,0,69,0,1,29
3072,R/41/155,1986-12-05,1986,0,0,0,0,1,0,1,85,0,3,9,0,70,0,0,29
3073,R/41/156,1986-12-05,1986,0,0,0,0,1,0,10,74,0,5,9,11,59,0,0,29
3074,R/41/157,1986-12-05,1986,0,0,0,0,1,0,16,68,0,5,9,23,43,0,4,29
3075,R/41/158,1986-12-05,1986,0,0,0,0,1,0,13,64,6,6,9,24,24,18,4,29
3076,R/41/159,1986-12-05,1986,0,0,0,0,1,0,20,46,15,8,9,22,16,17,15,29
3077,R/41/161,1986-12-05,1986,0,0,0,0,1,0,31,49,3,6,9,21,45,2,2,29
3078,R/41/162A,1986-12-05,1986,1,0,0,0,0,0,24,43,18,4,9,8,61,1,0,29
3079,R/41/162B,1986-12-05,1986,1,0,0,1,0,0,22,35,27,5,9,12,55,2,1,29
3080,R/41/162C,1986-12-05,1986,1,0,1,0,0,0,9,74,2,4,9,2,67,1,0,29
3081,R/41/164,1986-12-06,1986,0,0,0,0,0,1,28,41,1,19,9,16,42,1,11,29
3082,R/41/165,1986-12-06,1986,0,0,0,0,0,1,2,53,22,12,9,1,61,1,7,29
3083,R/41/179A,1986-12-06,1986,1,0,0,0,0,0,3,70,2,14,9,6,55,0,9,29
3084,R/41/179B,1986-12-06,1986,1,0,0,0,0,0,5,69,2,13,9,14,48,0,8,29
3085,R/41/180,1986-12-02,1986,0,0,0,0,0,0,10,60,10,9,9,0,65,0,5,29
